shotNO, times, types, nel, B, Pech, Pnbi-tan, Pnbi-perp, Pinput, Prad, Prad/Pinput, Wp, beta, Rax, rax_vmec, a99, D/(H+D), CIII, CIV, OV, OVI, FeXVI, Ip, Isat@4R, Isat@6L, Isat@7L, reff@100eV, ne@100eV, dVdreff@100eV, Te@center, Te@edge, ne@center, SDLloop_dPhi, SDLloop_dPhi_ext, SDLloop_dTheta
1.15083e+05,3.41000e+00,0.00000e+00,1.02167e+00,2.53850e+00,1.74170e+00,4.55385e+00,0.00000e+00,6.29555e+00,2.72300e-01,4.32528e-02,4.66214e-02,5.96822e-02,3.82013e+00,3.92106e+00,5.73425e-01,0.00000e+00,1.27458e+00,7.50734e-02,1.27458e+00,2.11224e-01,1.27458e+00,-9.35250e-01,8.56490e-02,9.72870e-02,9.18810e-02,5.57170e-01,1.27657e+00,9.40636e+01,1.62039e+00,1.04733e-01,6.59344e-01,6.09870e-04,5.75334e-04,5.92881e-02
1.15083e+05,3.42000e+00,0.00000e+00,1.07619e+00,2.53850e+00,1.74170e+00,4.59251e+00,0.00000e+00,6.33421e+00,2.74000e-01,4.32571e-02,5.02977e-02,6.43885e-02,3.82085e+00,3.92312e+00,5.75371e-01,0.00000e+00,1.22367e+00,7.57304e-02,1.22367e+00,2.32302e-01,1.22367e+00,-1.26600e+00,9.05085e-02,1.01192e-01,9.81430e-02,5.58667e-01,1.33727e+00,9.45295e+01,1.66704e+00,1.09787e-01,6.79471e-01,6.07546e-04,5.75334e-04,6.39627e-02
1.15083e+05,3.43000e+00,0.00000e+00,1.13071e+00,2.53850e+00,1.74170e+00,4.67665e+00,0.00000e+00,6.41835e+00,3.48960e-01,5.43691e-02,5.42342e-02,6.94278e-02,3.82158e+00,3.92518e+00,5.77316e-01,0.00000e+00,1.25965e+00,9.37467e-02,1.25965e+00,2.16767e-01,1.25965e+00,-1.30970e+00,1.00300e-01,1.10270e-01,1.05130e-01,5.60165e-01,1.39797e+00,9.49953e+01,1.71369e+00,1.14841e-01,6.99598e-01,6.03640e-04,5.75334e-04,6.89210e-02
1.15083e+05,3.44000e+00,0.00000e+00,1.20033e+00,2.53850e+00,1.74170e+00,4.70235e+00,0.00000e+00,6.44405e+00,3.62260e-01,5.62162e-02,5.79355e-02,7.41660e-02,3.82225e+00,3.92726e+00,5.77552e-01,0.00000e+00,1.27607e+00,8.83091e-02,1.27607e+00,2.44850e-01,1.27607e+00,-1.61110e+00,1.12760e-01,1.17745e-01,1.14590e-01,5.60089e-01,1.47199e+00,9.49688e+01,1.71646e+00,1.15326e-01,7.26257e-01,5.98890e-04,5.75334e-04,7.42752e-02
1.15083e+05,3.45000e+00,0.00000e+00,1.27642e+00,2.53850e+00,1.74170e+00,4.73607e+00,0.00000e+00,6.47777e+00,3.59650e-01,5.55206e-02,6.12705e-02,7.84353e-02,3.82288e+00,3.92935e+00,5.77055e-01,0.00000e+00,1.24974e+00,7.53668e-02,1.24974e+00,2.22653e-01,1.24974e+00,-1.83300e+00,1.23210e-01,1.29580e-01,1.24060e-01,5.59340e-01,1.55171e+00,9.47311e+01,1.70044e+00,1.13852e-01,7.55716e-01,5.93154e-04,5.75334e-04,7.91305e-02
1.15083e+05,3.46000e+00,0.00000e+00,1.35252e+00,2.53850e+00,1.74170e+00,4.74390e+00,0.00000e+00,6.48560e+00,3.23210e-01,4.98350e-02,6.44764e-02,8.25393e-02,3.82352e+00,3.93145e+00,5.76558e-01,0.00000e+00,1.22638e+00,7.83723e-02,1.22638e+00,2.24544e-01,1.22638e+00,-1.73230e+00,1.31775e-01,1.39085e-01,1.31995e-01,5.58590e-01,1.63144e+00,9.44935e+01,1.68441e+00,1.12379e-01,7.85175e-01,5.87209e-04,5.75334e-04,8.50097e-02
1.15083e+05,3.47000e+00,0.00000e+00,1.41879e+00,2.53850e+00,1.74170e+00,4.73405e+00,0.00000e+00,6.47575e+00,3.87400e-01,5.98232e-02,6.72778e-02,8.61255e-02,3.82414e+00,3.93351e+00,5.76656e-01,0.00000e+00,1.24134e+00,8.84558e-02,1.24134e+00,2.24417e-01,1.24134e+00,-2.03180e+00,1.42740e-01,1.46410e-01,1.41300e-01,5.58622e-01,1.71168e+00,9.45075e+01,1.67817e+00,1.13138e-01,8.14574e-01,5.81041e-04,5.75334e-04,9.05212e-02
1.15083e+05,3.48000e+00,0.00000e+00,1.47032e+00,2.53850e+00,1.74170e+00,4.79369e+00,0.00000e+00,6.53539e+00,4.18080e-01,6.39717e-02,7.02684e-02,8.99538e-02,3.82472e+00,3.93554e+00,5.77648e-01,0.00000e+00,1.26428e+00,7.53579e-02,1.26428e+00,2.19816e-01,1.26428e+00,-2.09620e+00,1.50570e-01,1.50945e-01,1.45985e-01,5.59827e-01,1.79269e+00,9.48990e+01,1.68660e+00,1.17248e-01,8.43883e-01,5.75259e-04,5.75334e-04,9.63662e-02
1.15083e+05,3.49000e+00,0.00000e+00,1.52185e+00,2.53850e+00,1.74170e+00,4.83958e+00,0.00000e+00,6.58128e+00,4.25230e-01,6.46121e-02,7.29984e-02,9.34486e-02,3.82531e+00,3.93757e+00,5.78639e-01,0.00000e+00,1.34021e+00,8.24655e-02,1.34021e+00,2.22033e-01,1.34021e+00,-2.32310e+00,1.60380e-01,1.55020e-01,1.51730e-01,5.61032e-01,1.87371e+00,9.52905e+01,1.69504e+00,1.21358e-01,8.73193e-01,5.70020e-04,5.75334e-04,1.02765e-01
1.15083e+05,3.50000e+00,0.00000e+00,1.57338e+00,2.53850e+00,1.74170e+00,4.84151e+00,0.00000e+00,6.58321e+00,3.48980e-01,5.30106e-02,7.54425e-02,9.65775e-02,3.82590e+00,3.93960e+00,5.79630e-01,0.00000e+00,1.35835e+00,9.21583e-02,1.35835e+00,2.20989e-01,1.35835e+00,-2.65890e+00,1.62805e-01,1.64895e-01,1.57235e-01,5.62236e-01,1.95472e+00,9.56820e+01,1.70347e+00,1.25468e-01,9.02502e-01,5.65056e-04,5.75334e-04,1.08938e-01
1.15083e+05,3.51000e+00,0.00000e+00,1.61374e+00,2.53850e+00,1.74170e+00,4.83349e+00,0.00000e+00,6.57519e+00,4.56690e-01,6.94566e-02,7.81801e-02,1.00082e-01,3.82466e+00,3.93542e+00,5.79182e-01,0.00000e+00,1.36676e+00,6.86604e-02,1.36676e+00,2.24509e-01,1.36676e+00,-2.54000e+00,1.64960e-01,1.73060e-01,1.56320e-01,5.62680e-01,1.98255e+00,9.58219e+01,1.69081e+00,1.25426e-01,9.37003e-01,5.60523e-04,5.75334e-04,1.16018e-01
1.15083e+05,3.52000e+00,0.00000e+00,1.65410e+00,2.53850e+00,1.74170e+00,4.81132e+00,0.00000e+00,6.55302e+00,4.17960e-01,6.37813e-02,8.03685e-02,1.02883e-01,3.82342e+00,3.93124e+00,5.78733e-01,0.00000e+00,1.42198e+00,7.29097e-02,1.42198e+00,2.24956e-01,1.42198e+00,-2.88430e+00,1.72710e-01,1.78145e-01,1.57355e-01,5.63124e-01,2.01038e+00,9.59619e+01,1.67815e+00,1.25385e-01,9.71503e-01,5.56208e-04,5.75334e-04,1.22365e-01
1.15083e+05,3.53000e+00,0.00000e+00,1.69446e+00,2.53850e+00,1.74170e+00,4.86280e+00,0.00000e+00,6.60450e+00,4.26410e-01,6.45635e-02,8.23037e-02,1.05361e-01,3.82217e+00,3.92705e+00,5.78285e-01,0.00000e+00,1.45438e+00,7.40648e-02,1.45438e+00,2.08031e-01,1.45438e+00,-2.87550e+00,1.80340e-01,1.82850e-01,1.58970e-01,5.63568e-01,2.03821e+00,9.61018e+01,1.66550e+00,1.25343e-01,1.00600e+00,5.51770e-04,5.75334e-04,1.28381e-01
1.15083e+05,3.54000e+00,0.00000e+00,1.72547e+00,2.53850e+00,1.74170e+00,4.85412e+00,0.00000e+00,6.59582e+00,4.94690e-01,7.50005e-02,8.41784e-02,1.07761e-01,3.82225e+00,3.92726e+00,5.77524e-01,0.00000e+00,1.43103e+00,8.40352e-02,1.43103e+00,2.12812e-01,1.43103e+00,-3.15410e+00,1.86285e-01,1.86670e-01,1.60545e-01,5.63412e-01,2.06600e+00,9.60521e+01,1.64696e+00,1.25013e-01,1.05663e+00,5.47090e-04,5.75334e-04,1.33952e-01
1.15083e+05,3.55000e+00,0.00000e+00,1.75246e+00,2.53850e+00,1.74170e+00,4.88112e+00,0.00000e+00,6.62282e+00,4.57180e-01,6.90310e-02,8.56556e-02,1.09652e-01,3.82288e+00,3.92935e+00,5.76630e-01,0.00000e+00,1.42571e+00,6.60215e-02,1.42571e+00,2.03942e-01,1.42571e+00,-3.37840e+00,2.01100e-01,1.92310e-01,1.62600e-01,5.63000e-01,2.09377e+00,9.59212e+01,1.62590e+00,1.24559e-01,1.11418e+00,5.41842e-04,5.75334e-04,1.38718e-01
1.15083e+05,3.56000e+00,0.00000e+00,1.77945e+00,2.53850e+00,1.74170e+00,4.86649e+00,0.00000e+00,6.60819e+00,4.64800e-01,7.03370e-02,8.69188e-02,1.11269e-01,3.82352e+00,3.93145e+00,5.75736e-01,0.00000e+00,1.47270e+00,8.14857e-02,1.47270e+00,2.03602e-01,1.47270e+00,-3.35090e+00,2.03305e-01,1.93680e-01,1.66240e-01,5.62588e-01,2.12155e+00,9.57902e+01,1.60484e+00,1.24105e-01,1.17172e+00,5.37339e-04,5.75334e-04,1.44496e-01
1.15083e+05,3.57000e+00,0.00000e+00,1.80443e+00,2.53850e+00,1.74170e+00,4.83404e+00,0.00000e+00,6.57574e+00,4.91720e-01,7.47779e-02,8.74701e-02,1.11975e-01,3.82442e+00,3.93429e+00,5.74886e-01,0.00000e+00,1.49832e+00,8.03579e-02,1.49832e+00,2.03500e-01,1.49832e+00,-3.64570e+00,2.08220e-01,2.00690e-01,1.66160e-01,5.62229e-01,2.14163e+00,9.56765e+01,1.59367e+00,1.24038e-01,1.22703e+00,5.33645e-04,5.75334e-04,1.49189e-01
1.15083e+05,3.58000e+00,0.00000e+00,1.82637e+00,2.53850e+00,1.74170e+00,4.87035e+00,0.00000e+00,6.61205e+00,4.76510e-01,7.20669e-02,8.84351e-02,1.13210e-01,3.82571e+00,3.93826e+00,5.74101e-01,0.00000e+00,1.50703e+00,6.60327e-02,1.50703e+00,2.01055e-01,1.50703e+00,-3.65440e+00,2.18720e-01,1.99890e-01,1.70725e-01,5.61951e-01,2.15018e+00,9.55887e+01,1.59734e+00,1.24549e-01,1.27899e+00,5.29892e-04,5.75334e-04,1.53811e-01
1.15083e+05,3.59000e+00,0.00000e+00,1.84831e+00,2.53850e+00,1.74170e+00,4.88036e+00,0.00000e+00,6.62206e+00,5.55630e-01,8.39059e-02,8.90748e-02,1.14029e-01,3.82701e+00,3.94223e+00,5.73315e-01,0.00000e+00,1.52615e+00,7.05510e-02,1.52615e+00,2.03970e-01,1.52615e+00,-3.88000e+00,2.21370e-01,2.05780e-01,1.70590e-01,5.61672e-01,2.15873e+00,9.55009e+01,1.60101e+00,1.25060e-01,1.33095e+00,5.27024e-04,5.75334e-04,1.58648e-01
1.15083e+05,3.60000e+00,0.00000e+00,1.87025e+00,2.53850e+00,1.72700e-01,4.88927e+00,0.00000e+00,5.06197e+00,4.55240e-01,8.99333e-02,8.86748e-02,1.13517e-01,3.82830e+00,3.94620e+00,5.72530e-01,0.00000e+00,1.51867e+00,9.31961e-02,1.51867e+00,2.01577e-01,1.51867e+00,-4.14850e+00,2.12390e-01,2.04095e-01,1.72400e-01,5.61394e-01,2.16728e+00,9.54131e+01,1.60468e+00,1.25571e-01,1.38291e+00,5.24550e-04,5.75334e-04,1.62484e-01
1.15083e+05,3.61000e+00,0.00000e+00,1.92572e+00,2.53850e+00,1.72700e-01,4.86559e+00,0.00000e+00,5.03829e+00,4.75480e-01,9.43734e-02,8.39377e-02,1.07453e-01,3.82709e+00,3.94205e+00,5.72424e-01,0.00000e+00,1.41407e+00,7.52966e-02,1.41407e+00,2.08442e-01,1.41407e+00,-4.13460e+00,1.99460e-01,1.88790e-01,1.60620e-01,5.60402e-01,2.20005e+00,9.50908e+01,1.57938e+00,1.21010e-01,1.40753e+00,5.25473e-04,5.75334e-04,1.66194e-01
1.15083e+05,3.62000e+00,0.00000e+00,1.98118e+00,2.53850e+00,0.00000e+00,4.87504e+00,0.00000e+00,4.87504e+00,4.85200e-01,9.95274e-02,8.17912e-02,1.04705e-01,3.82588e+00,3.93790e+00,5.72318e-01,0.00000e+00,1.41148e+00,9.78203e-02,1.41148e+00,1.92713e-01,1.41148e+00,-4.32300e+00,1.96280e-01,1.90670e-01,1.60245e-01,5.59410e-01,2.23283e+00,9.47685e+01,1.55409e+00,1.16449e-01,1.43214e+00,5.29544e-04,5.75334e-04,1.70882e-01
1.15083e+05,3.63000e+00,0.00000e+00,2.03665e+00,2.53850e+00,0.00000e+00,4.91250e+00,0.00000e+00,4.91250e+00,5.79310e-01,1.17926e-01,8.26268e-02,1.05774e-01,3.82466e+00,3.93375e+00,5.72212e-01,0.00000e+00,1.40181e+00,1.04780e-01,1.40181e+00,1.85108e-01,1.40181e+00,-4.27240e+00,2.08040e-01,1.90860e-01,1.63650e-01,5.58418e-01,2.26560e+00,9.44462e+01,1.52879e+00,1.11888e-01,1.45676e+00,5.32158e-04,5.75334e-04,1.75143e-01
1.15083e+05,3.64000e+00,0.00000e+00,2.07496e+00,2.53850e+00,0.00000e+00,4.92887e+00,0.00000e+00,4.92887e+00,4.97860e-01,1.01009e-01,8.41887e-02,1.07774e-01,3.82472e+00,3.93396e+00,5.71342e-01,0.00000e+00,1.38297e+00,1.00484e-01,1.38297e+00,1.86365e-01,1.38297e+00,-4.39680e+00,2.06825e-01,1.96420e-01,1.66190e-01,5.57931e-01,2.28162e+00,9.42906e+01,1.52008e+00,1.10417e-01,1.52045e+00,5.34046e-04,5.75334e-04,1.79127e-01
1.15083e+05,3.65000e+00,0.00000e+00,2.10591e+00,2.53850e+00,0.00000e+00,4.93019e+00,0.00000e+00,4.93019e+00,5.01190e-01,1.01657e-01,8.60931e-02,1.10212e-01,3.82533e+00,3.93605e+00,5.70145e-01,0.00000e+00,1.39512e+00,1.01334e-01,1.39512e+00,1.92886e-01,1.39512e+00,-4.61910e+00,2.12370e-01,1.99350e-01,1.68590e-01,5.57659e-01,2.29047e+00,9.42065e+01,1.51847e+00,1.10269e-01,1.60087e+00,5.34672e-04,5.75334e-04,1.82463e-01
1.15083e+05,3.66000e+00,0.00000e+00,2.13686e+00,2.53850e+00,0.00000e+00,4.92342e+00,0.00000e+00,4.92342e+00,5.10210e-01,1.03629e-01,8.75580e-02,1.12087e-01,3.82594e+00,3.93815e+00,5.68948e-01,0.00000e+00,1.43430e+00,9.75732e-02,1.43430e+00,1.80967e-01,1.43430e+00,-4.36830e+00,2.11915e-01,2.03240e-01,1.71000e-01,5.57387e-01,2.29931e+00,9.41224e+01,1.51686e+00,1.10122e-01,1.68130e+00,5.35631e-04,5.75334e-04,1.87089e-01
1.15083e+05,3.67000e+00,0.00000e+00,2.17315e+00,2.53850e+00,0.00000e+00,4.88754e+00,0.00000e+00,4.88754e+00,5.18090e-01,1.06002e-01,8.93758e-02,1.14414e-01,3.82630e+00,3.93940e+00,5.68365e-01,0.00000e+00,1.41260e+00,8.69704e-02,1.41260e+00,1.77944e-01,1.41260e+00,-4.64450e+00,2.14630e-01,2.05570e-01,1.72750e-01,5.57278e-01,2.32336e+00,9.40891e+01,1.51359e+00,1.10181e-01,1.74796e+00,5.35558e-04,5.75334e-04,1.89684e-01
1.15083e+05,3.68000e+00,0.00000e+00,2.21747e+00,2.53850e+00,0.00000e+00,4.94939e+00,0.00000e+00,4.94939e+00,5.28100e-01,1.06700e-01,9.10424e-02,1.16548e-01,3.82630e+00,3.93940e+00,5.68704e-01,0.00000e+00,1.40642e+00,8.73969e-02,1.40642e+00,1.74388e-01,1.40642e+00,-4.57570e+00,2.24220e-01,2.09605e-01,8.89000e-02,5.57412e-01,2.37021e+00,9.41323e+01,1.50782e+00,1.10551e-01,1.79396e+00,5.35213e-04,5.75334e-04,1.93565e-01
1.15083e+05,3.69000e+00,0.00000e+00,2.26179e+00,2.53850e+00,0.00000e+00,4.96918e+00,0.00000e+00,4.96918e+00,6.19850e-01,1.24739e-01,9.25367e-02,1.18460e-01,3.82630e+00,3.93940e+00,5.69042e-01,0.00000e+00,1.38532e+00,9.65166e-02,1.38532e+00,1.79592e-01,1.38532e+00,-4.63330e+00,2.20330e-01,2.10590e-01,1.76480e-01,5.57547e-01,2.41706e+00,9.41754e+01,1.50204e+00,1.10921e-01,1.83996e+00,5.35513e-04,5.75334e-04,1.96130e-01
1.15083e+05,3.70000e+00,0.00000e+00,2.30611e+00,2.53850e+00,0.00000e+00,4.96814e+00,0.00000e+00,4.96814e+00,5.33090e-01,1.07302e-01,9.36925e-02,1.19940e-01,3.82630e+00,3.93940e+00,5.69380e-01,0.00000e+00,1.39044e+00,9.04122e-02,1.39044e+00,1.80391e-01,1.39044e+00,-4.79720e+00,2.25535e-01,2.14875e-01,1.77395e-01,5.57682e-01,2.46391e+00,9.42185e+01,1.49627e+00,1.11291e-01,1.88596e+00,5.35486e-04,5.75334e-04,1.99054e-01
1.15083e+05,3.71000e+00,0.00000e+00,2.33556e+00,2.53850e+00,0.00000e+00,4.95586e+00,0.00000e+00,4.95586e+00,5.40970e-01,1.09158e-01,9.52210e-02,1.21897e-01,3.82691e+00,3.94146e+00,5.67998e-01,0.00000e+00,1.40219e+00,9.13700e-02,1.40219e+00,1.76018e-01,1.40219e+00,-4.81330e+00,2.32290e-01,2.16580e-01,1.79550e-01,5.56659e-01,2.45569e+00,9.38938e+01,1.48761e+00,1.09409e-01,1.91223e+00,5.36301e-04,5.75334e-04,2.02264e-01
1.15083e+05,3.72000e+00,0.00000e+00,2.36501e+00,2.53850e+00,0.00000e+00,4.92816e+00,0.00000e+00,4.92816e+00,5.26390e-01,1.06813e-01,9.64333e-02,1.23449e-01,3.82751e+00,3.94352e+00,5.66616e-01,0.00000e+00,1.39919e+00,9.64054e-02,1.39919e+00,1.65581e-01,1.39919e+00,-5.16920e+00,2.37990e-01,2.11315e-01,1.80630e-01,5.55636e-01,2.44747e+00,9.35691e+01,1.47894e+00,1.07527e-01,1.93850e+00,5.35994e-04,5.75334e-04,2.04124e-01
1.15083e+05,3.73000e+00,0.00000e+00,2.39447e+00,2.53850e+00,0.00000e+00,4.98022e+00,0.00000e+00,4.98022e+00,5.73170e-01,1.15089e-01,9.79685e-02,1.25414e-01,3.82812e+00,3.94558e+00,5.65235e-01,0.00000e+00,1.39827e+00,8.91222e-02,1.39827e+00,1.73734e-01,1.39827e+00,-5.13470e+00,2.37630e-01,2.23190e-01,1.78940e-01,5.54614e-01,2.43925e+00,9.32443e+01,1.47028e+00,1.05645e-01,1.96477e+00,5.35653e-04,5.75334e-04,2.06570e-01
1.15083e+05,3.74000e+00,0.00000e+00,2.42740e+00,2.53850e+00,0.00000e+00,4.96618e+00,0.00000e+00,4.96618e+00,6.59840e-01,1.32867e-01,9.89618e-02,1.26686e-01,3.82788e+00,3.94476e+00,5.65344e-01,0.00000e+00,1.40747e+00,8.99316e-02,1.40747e+00,1.71377e-01,1.40747e+00,-5.28600e+00,2.30910e-01,2.29040e-01,1.83380e-01,5.54712e-01,2.45698e+00,9.32746e+01,1.48358e+00,1.05597e-01,2.01213e+00,5.35550e-04,5.75334e-04,2.09409e-01
1.15083e+05,3.75000e+00,0.00000e+00,2.46183e+00,2.53850e+00,0.00000e+00,5.01800e+00,0.00000e+00,5.01800e+00,5.10580e-01,1.01750e-01,1.00083e-01,1.28121e-01,3.82727e+00,3.94270e+00,5.66092e-01,0.00000e+00,1.44332e+00,8.66836e-02,1.44332e+00,1.74951e-01,1.44332e+00,-5.29490e+00,2.46220e-01,2.21330e-01,1.82540e-01,5.55290e-01,2.48583e+00,9.34569e+01,1.50630e+00,1.06334e-01,2.06852e+00,5.35288e-04,5.75334e-04,2.11954e-01
1.15083e+05,3.76000e+00,0.00000e+00,2.49625e+00,2.53850e+00,0.00000e+00,4.99688e+00,0.00000e+00,4.99688e+00,6.12560e-01,1.22588e-01,1.01490e-01,1.29922e-01,3.82666e+00,3.94064e+00,5.66841e-01,0.00000e+00,1.39605e+00,9.32999e-02,1.39605e+00,1.66650e-01,1.39605e+00,-5.39580e+00,2.38215e-01,2.27145e-01,1.91045e-01,5.55868e-01,2.51469e+00,9.36393e+01,1.52901e+00,1.07072e-01,2.12492e+00,5.35197e-04,5.75334e-04,2.14416e-01
1.15083e+05,3.77000e+00,0.00000e+00,2.52080e+00,2.53850e+00,0.00000e+00,4.99443e+00,0.00000e+00,4.99443e+00,5.53400e-01,1.10803e-01,1.02392e-01,1.31076e-01,3.82630e+00,3.93940e+00,5.66979e-01,0.00000e+00,1.40761e+00,9.43351e-02,1.40761e+00,1.61139e-01,1.40761e+00,-5.84040e+00,2.52800e-01,2.20960e-01,1.79980e-01,5.55988e-01,2.53637e+00,9.36765e+01,1.53257e+00,1.06947e-01,2.16968e+00,5.35619e-04,5.75334e-04,2.16437e-01
